person_age,person_income,loan_amnt,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
26.0,48950.0,12000.0,10.0,0.25,558,Yes,0
31.0,43922.0,10000.0,10.65,0.23,599,No,0
29.0,36952.0,4000.0,11.01,0.11,552,No,0
25.0,66498.0,10000.0,8.94,0.15,537,Yes,0
32.0,48952.0,2800.0,9.51,0.06,567,Yes,0
29.0,58151.0,10000.0,7.51,0.17,658,Yes,0
25.0,42722.0,5000.0,16.02,0.12,545,No,1
37.0,37849.0,6000.0,11.76,0.16,504,Yes,0
34.0,43221.0,15000.0,10.99,0.35,690,No,1
29.0,41657.0,7500.0,11.01,0.18,639,No,0
24.0,84986.0,13969.0,11.68,0.16,698,No,0
37.0,66114.0,5400.0,13.99,0.08,545,No,1
36.0,41118.0,12000.0,11.36,0.29,575,No,1
27.0,84778.0,12000.0,10.99,0.14,471,Yes,0
26.0,62660.0,11000.0,11.01,0.18,652,Yes,0
22.0,71716.0,7200.0,8.0,0.1,649,Yes,0
32.0,51931.0,8400.0,7.88,0.16,606,Yes,0
30.0,53877.0,15000.0,10.13,0.28,646,No,1
32.0,44035.0,7000.0,7.58,0.16,678,No,1
28.0,169181.0,9000.0,5.99,0.05,698,Yes,0
26.0,97489.0,12000.0,6.16,0.12,675,Yes,0
32.0,37062.0,3000.0,12.42,0.08,680,Yes,0
27.0,68303.0,14000.0,10.65,0.2,538,Yes,0
29.0,87467.0,4000.0,18.79,0.05,661,Yes,0
26.0,119037.0,35000.0,13.28,0.29,632,No,1
31.0,78079.0,20000.0,11.01,0.26,683,Yes,0
29.0,50776.0,10965.0,15.5,0.22,642,No,1
26.0,30921.0,6000.0,8.0,0.19,592,No,0
26.0,46900.0,4000.0,11.01,0.09,652,Yes,0
25.0,34572.0,3221.0,11.38,0.09,631,Yes,0
29.0,96865.0,20000.0,14.96,0.21,679,No,0
31.0,46753.0,6383.0,5.63,0.14,500,Yes,0
22.0,55019.0,3500.0,12.53,0.06,651,No,0
36.0,63430.0,8000.0,13.99,0.13,648,No,0
46.0,85109.0,8000.0,7.29,0.09,618,No,0
35.0,80322.0,11000.0,9.32,0.14,597,Yes,0
47.0,53855.0,8000.0,11.01,0.15,689,No,1
28.0,114918.0,5000.0,11.01,0.04,663,Yes,0
25.0,24235.0,5638.0,9.61,0.23,606,No,1
26.0,120839.0,5000.0,6.92,0.04,649,Yes,0
25.0,64665.0,6000.0,6.62,0.09,681,No,0
35.0,55986.0,15000.0,14.42,0.27,691,Yes,0
32.0,127061.0,10000.0,6.55,0.08,659,No,0
28.0,29940.0,5000.0,11.86,0.17,619,No,0
26.0,68291.0,2177.0,12.31,0.03,582,Yes,0
33.0,96742.0,6000.0,7.88,0.06,675,No,0
23.0,46963.0,2000.0,8.89,0.04,590,Yes,0
22.0,84999.0,9750.0,8.49,0.11,691,Yes,0
34.0,58376.0,10000.0,15.7,0.17,635,Yes,0
37.0,51012.0,20000.0,14.25,0.39,632,No,1
29.0,48995.0,7000.0,14.91,0.14,707,No,1
25.0,41912.0,5000.0,9.38,0.12,663,No,0
22.0,44225.0,10000.0,11.14,0.23,591,No,0
21.0,41066.0,5000.0,13.49,0.12,599,Yes,0
23.0,65659.0,6399.0,9.62,0.1,678,No,0
23.0,17755.0,4000.0,11.01,0.23,580,No,1
24.0,73058.0,20000.0,13.87,0.27,647,No,1
34.0,60036.0,3000.0,15.46,0.05,604,No,1
26.0,66947.0,3000.0,11.01,0.04,606,No,0
27.0,108806.0,10000.0,7.49,0.09,700,No,0
31.0,70077.0,12000.0,6.62,0.17,692,No,0
37.0,53603.0,9200.0,12.84,0.17,719,No,1
32.0,51373.0,3000.0,7.49,0.06,607,No,0
26.0,55327.0,4325.0,11.01,0.08,722,No,0
27.0,31700.0,3000.0,10.64,0.09,628,No,0
28.0,83927.0,6000.0,11.86,0.07,658,No,0
27.0,15410.0,5000.0,8.49,0.32,645,No,1
23.0,67132.0,2100.0,11.49,0.03,691,No,0
32.0,22330.0,563.0,11.05,0.03,659,Yes,0
23.0,53947.0,5400.0,10.99,0.1,667,No,1
29.0,72918.0,4200.0,8.63,0.06,661,Yes,0
23.0,42958.0,4000.0,11.01,0.09,608,No,1
26.0,26078.0,4000.0,11.36,0.15,610,Yes,0
22.0,45613.0,10000.0,11.01,0.22,689,No,1
24.0,37020.0,4303.0,9.44,0.12,653,Yes,0
22.0,65690.0,9000.0,15.96,0.14,643,No,0
37.0,36956.0,12000.0,12.42,0.32,650,No,1
24.0,38101.0,7000.0,15.66,0.18,649,No,0
27.0,180958.0,8000.0,12.21,0.04,622,Yes,0
35.0,133155.0,10000.0,8.59,0.08,682,No,0
42.0,39683.0,10000.0,10.38,0.25,690,No,1
36.0,99977.0,11000.0,10.65,0.11,686,Yes,0
26.0,56983.0,15000.0,12.99,0.26,639,No,1
25.0,28143.0,4760.0,11.18,0.17,730,No,0
23.0,56062.0,5000.0,6.62,0.09,672,No,0
55.0,58697.0,5500.0,10.62,0.09,679,No,1
27.0,291769.0,12000.0,16.64,0.04,687,No,1
24.0,163019.0,21000.0,10.74,0.13,667,No,0
25.0,305559.0,9864.0,6.99,0.03,669,Yes,0
24.0,97846.0,16000.0,13.22,0.16,695,No,0
26.0,94709.0,6342.0,13.4,0.07,670,No,1
28.0,122849.0,11806.0,14.98,0.1,570,No,1
24.0,44607.0,4800.0,6.91,0.11,647,Yes,0
25.0,67302.0,10000.0,13.8,0.15,598,Yes,0
31.0,44435.0,2500.0,10.48,0.06,660,No,0
24.0,39782.0,1000.0,13.06,0.03,681,No,1
35.0,74626.0,3500.0,7.9,0.05,684,Yes,0
24.0,54944.0,11221.0,10.09,0.2,584,Yes,0
40.0,77528.0,12000.0,10.25,0.15,637,Yes,0
39.0,39853.0,2403.0,8.84,0.06,673,Yes,0
29.0,75701.0,8000.0,6.62,0.11,686,Yes,0
38.0,182476.0,35000.0,8.9,0.19,700,Yes,0
22.0,40469.0,6000.0,11.01,0.15,596,No,1
25.0,65821.0,8400.0,14.59,0.13,677,No,1
32.0,48847.0,4000.0,9.99,0.08,606,Yes,0
28.0,96382.0,16425.0,7.9,0.17,535,Yes,0
23.0,70483.0,5000.0,13.16,0.07,695,No,0
36.0,46881.0,10000.0,6.17,0.21,658,Yes,0
24.0,110512.0,16000.0,12.71,0.14,582,Yes,0
32.0,97126.0,12000.0,5.99,0.12,649,No,0
39.0,58508.0,3000.0,5.42,0.05,636,Yes,0
28.0,127153.0,24000.0,11.01,0.19,601,Yes,0
24.0,144886.0,20000.0,8.99,0.14,565,No,0
31.0,165962.0,25000.0,10.78,0.15,653,Yes,0
41.0,120887.0,6000.0,8.49,0.05,701,Yes,0
21.0,116314.0,7000.0,12.53,0.06,658,No,0
36.0,49200.0,11235.0,14.41,0.23,537,Yes,0
22.0,49139.0,6000.0,7.66,0.12,549,Yes,0
26.0,61124.0,10800.0,10.99,0.18,703,Yes,0
28.0,75602.0,15000.0,7.9,0.2,500,Yes,0
29.0,91202.0,3979.0,12.22,0.04,680,Yes,0
27.0,44248.0,5000.0,6.62,0.11,592,No,1
25.0,97293.0,25000.0,11.48,0.26,652,Yes,0
30.0,87421.0,23000.0,12.18,0.26,696,No,1
23.0,77089.0,12000.0,11.01,0.16,580,Yes,0
23.0,105992.0,20000.0,13.4,0.19,675,Yes,0
33.0,75765.0,3700.0,6.39,0.05,687,No,0
24.0,83733.0,15000.0,12.63,0.18,614,No,0
25.0,72980.0,23275.0,12.42,0.32,527,Yes,0
26.0,93880.0,6800.0,13.06,0.07,671,Yes,0
30.0,12477.0,1500.0,12.73,0.12,647,No,1
24.0,93607.0,3850.0,11.11,0.04,546,Yes,0
26.0,67220.0,9800.0,7.88,0.15,642,Yes,0
28.0,77387.0,20000.0,12.69,0.26,547,Yes,0
27.0,86441.0,20000.0,12.77,0.23,651,No,0
42.0,181718.0,8150.0,6.99,0.04,628,Yes,0
21.0,44325.0,5000.0,12.99,0.11,539,Yes,0
24.0,60353.0,11000.0,13.22,0.18,658,No,0
33.0,85231.0,10000.0,12.06,0.12,639,No,0
34.0,64077.0,2315.0,7.22,0.04,609,No,0
22.0,84324.0,5400.0,15.95,0.06,639,No,1
33.0,67230.0,8100.0,11.01,0.12,500,Yes,0
44.0,72752.0,15000.0,11.01,0.21,745,No,0
24.0,60854.0,10000.0,11.71,0.16,540,Yes,0
22.0,136193.0,6400.0,13.06,0.05,623,Yes,0
24.0,121303.0,7500.0,11.49,0.06,519,Yes,0
28.0,90894.0,6000.0,7.36,0.07,625,No,0
36.0,81171.0,10000.0,16.0,0.12,619,No,0
27.0,268464.0,12000.0,14.96,0.04,703,No,1
39.0,127013.0,9000.0,9.32,0.07,657,No,0
23.0,29989.0,5550.0,12.53,0.19,621,No,0
23.0,54846.0,7500.0,15.37,0.14,624,No,0
45.0,52795.0,3600.0,13.49,0.07,674,Yes,0
23.0,56686.0,8000.0,11.86,0.14,628,No,1
23.0,120876.0,5000.0,6.03,0.04,621,Yes,0
30.0,54946.0,13250.0,7.9,0.24,651,Yes,0
24.0,145251.0,6000.0,9.98,0.04,605,No,0
23.0,111352.0,6500.0,8.0,0.06,633,No,0
23.0,42735.0,11958.0,9.02,0.28,647,No,1
24.0,73010.0,6000.0,7.51,0.08,616,No,0
29.0,85013.0,5000.0,11.14,0.06,609,Yes,0
26.0,78241.0,12000.0,11.89,0.15,643,Yes,0
22.0,69279.0,12000.0,7.14,0.17,635,Yes,0
33.0,52933.0,2500.0,11.24,0.05,629,No,0
47.0,41671.0,7000.0,7.49,0.17,620,Yes,0
50.0,165457.0,23000.0,7.9,0.14,605,No,0
29.0,60999.0,6300.0,6.62,0.1,633,Yes,0
22.0,69208.0,7500.0,10.25,0.11,631,Yes,0
23.0,58716.0,1400.0,14.83,0.02,701,No,1
24.0,90834.0,3500.0,6.39,0.04,655,Yes,0
22.0,73356.0,18000.0,9.88,0.25,659,Yes,0
28.0,114367.0,6000.0,11.83,0.05,658,No,0
30.0,41499.0,12000.0,12.87,0.29,687,No,1
24.0,97031.0,6000.0,8.59,0.06,616,Yes,0
25.0,120953.0,16000.0,11.18,0.13,628,No,0
38.0,51662.0,4600.0,11.01,0.09,665,Yes,0
25.0,43884.0,4000.0,11.25,0.09,652,Yes,0
30.0,92770.0,12000.0,6.54,0.13,624,Yes,0
23.0,67881.0,5000.0,15.13,0.07,580,Yes,0
22.0,49870.0,6250.0,11.01,0.13,646,Yes,0
24.0,30863.0,10000.0,11.36,0.32,645,No,1
28.0,31597.0,11500.0,14.46,0.36,724,No,1
26.0,66147.0,13200.0,14.91,0.2,577,No,1
28.0,93232.0,2600.0,11.71,0.03,654,Yes,0
28.0,79152.0,12000.0,12.31,0.15,673,Yes,0
24.0,58724.0,7200.0,11.91,0.12,635,Yes,0
35.0,96996.0,25000.0,14.09,0.26,596,No,1
25.0,63890.0,7798.0,13.91,0.12,633,No,1
24.0,72910.0,7200.0,13.29,0.1,626,No,0
29.0,72783.0,1500.0,12.87,0.02,621,Yes,0
36.0,75539.0,8000.0,11.12,0.11,613,No,0
31.0,75238.0,9024.0,11.6,0.12,621,Yes,0
28.0,19410.0,1200.0,12.53,0.06,578,Yes,0
31.0,41804.0,7500.0,15.58,0.18,613,No,1
23.0,56791.0,15000.0,10.62,0.26,585,No,0
25.0,81406.0,5000.0,13.92,0.06,662,No,1
27.0,72946.0,2400.0,7.49,0.03,650,Yes,0
22.0,77438.0,4000.0,5.42,0.05,614,Yes,0
22.0,84747.0,6000.0,6.03,0.07,662,Yes,0
31.0,10891.0,2720.0,7.29,0.25,581,No,1
24.0,40876.0,5000.0,20.0,0.12,677,No,1
33.0,125041.0,14000.0,17.56,0.11,693,Yes,0
32.0,180869.0,4600.0,9.62,0.03,661,No,0
23.0,49164.0,2675.0,8.07,0.05,547,Yes,0
26.0,117061.0,6942.0,9.59,0.06,544,Yes,0
22.0,73331.0,11200.0,5.79,0.15,636,No,0
52.0,43018.0,6000.0,11.01,0.14,639,Yes,0
32.0,32080.0,13750.0,13.11,0.43,662,Yes,0
24.0,87334.0,15000.0,11.03,0.17,635,Yes,0
30.0,116334.0,6000.0,11.49,0.05,569,Yes,0
50.0,53673.0,20000.0,20.0,0.37,593,No,1
25.0,87286.0,16000.0,10.27,0.18,603,Yes,0
22.0,87591.0,6700.0,13.47,0.08,645,Yes,0
25.0,120678.0,7000.0,6.73,0.06,629,Yes,0
24.0,397048.0,3500.0,10.36,0.01,714,Yes,0
28.0,165004.0,3024.0,10.89,0.02,662,Yes,0
25.0,49367.0,10000.0,10.0,0.2,623,Yes,0
25.0,48988.0,10786.0,11.02,0.22,656,No,0
27.0,68086.0,10000.0,12.34,0.15,593,No,1
36.0,124428.0,20000.0,13.79,0.16,545,Yes,0
25.0,14382.0,3400.0,11.01,0.24,589,No,1
26.0,55639.0,6000.0,8.48,0.11,699,No,0
28.0,23463.0,5000.0,11.01,0.21,567,No,1
31.0,59033.0,6000.0,9.84,0.1,716,Yes,0
24.0,231335.0,22000.0,11.01,0.1,668,Yes,0
33.0,80063.0,6400.0,14.96,0.08,664,No,1
28.0,107235.0,12000.0,16.29,0.11,666,Yes,0
22.0,55990.0,11000.0,7.49,0.2,600,No,0
21.0,39904.0,10000.0,11.48,0.25,657,No,1
37.0,96958.0,5500.0,7.88,0.06,595,No,0
23.0,44156.0,3000.0,11.74,0.07,631,No,1
36.0,30902.0,3000.0,8.7,0.1,698,No,0
26.0,83883.0,8400.0,17.27,0.1,643,Yes,0
30.0,39085.0,13275.0,11.01,0.34,672,No,1
23.0,57354.0,8800.0,14.96,0.15,514,Yes,0
29.0,94182.0,9005.0,12.29,0.1,698,Yes,0
26.0,94968.0,7800.0,16.77,0.08,549,Yes,0
28.0,156686.0,10000.0,8.0,0.06,603,Yes,0
28.0,41754.0,4000.0,17.18,0.1,560,No,1
24.0,54962.0,10000.0,6.32,0.18,574,Yes,0
29.0,51197.0,15000.0,11.28,0.29,661,No,1
23.0,52728.0,9000.0,8.82,0.17,613,Yes,0
26.0,131008.0,9000.0,5.79,0.07,588,No,0
23.0,49018.0,4000.0,7.14,0.08,524,Yes,0
31.0,47766.0,7500.0,11.94,0.16,632,No,1
22.0,40060.0,1000.0,15.27,0.02,598,No,1
21.0,49004.0,10000.0,11.01,0.2,606,Yes,0
26.0,51224.0,5000.0,13.99,0.1,654,No,1
23.0,25389.0,4000.0,8.94,0.16,632,Yes,0
23.0,72989.0,6000.0,8.94,0.08,494,Yes,0
21.0,39770.0,8000.0,8.0,0.2,675,No,0
32.0,146923.0,6000.0,7.51,0.04,676,No,0
23.0,79006.0,15000.0,10.95,0.19,674,No,0
43.0,109126.0,15000.0,14.46,0.14,623,Yes,0
24.0,73201.0,12500.0,11.49,0.17,635,No,0
24.0,123742.0,13600.0,6.62,0.11,600,Yes,0
23.0,51166.0,7000.0,7.88,0.14,643,No,0
24.0,46456.0,12000.0,11.89,0.26,583,No,1
39.0,57517.0,6000.0,7.08,0.1,698,Yes,0
31.0,108903.0,12000.0,11.49,0.11,703,No,0
39.0,68727.0,10000.0,13.06,0.15,632,Yes,0
23.0,85169.0,2500.0,11.99,0.03,673,Yes,0
24.0,44292.0,10000.0,9.6,0.23,657,Yes,0
24.0,76505.0,6000.0,5.79,0.08,654,Yes,0
31.0,19807.0,2905.0,9.0,0.15,658,No,1
48.0,100112.0,18000.0,7.51,0.18,611,Yes,0
56.0,87279.0,7425.0,9.99,0.09,693,Yes,0
25.0,56121.0,8000.0,13.55,0.14,509,No,1
27.0,73065.0,10000.0,12.53,0.14,642,Yes,0
37.0,78886.0,9000.0,6.91,0.11,686,Yes,0
30.0,178651.0,10000.0,13.55,0.06,652,No,0
22.0,26475.0,4800.0,10.75,0.18,686,No,0
24.0,51418.0,7000.0,8.59,0.14,663,Yes,0
24.0,34463.0,4190.0,14.75,0.12,552,Yes,0
27.0,58793.0,24000.0,9.91,0.41,508,Yes,0
24.0,64562.0,15000.0,11.01,0.23,648,No,0
24.0,54840.0,9100.0,8.34,0.17,655,No,0
27.0,72065.0,15000.0,10.75,0.21,669,No,0
22.0,72762.0,5000.0,14.61,0.07,604,No,0
31.0,116384.0,12000.0,12.73,0.1,687,Yes,0
33.0,36735.0,9250.0,9.99,0.25,576,No,1
24.0,119675.0,12000.0,6.03,0.1,678,No,0
24.0,72979.0,3000.0,7.1,0.04,630,Yes,0
30.0,46875.0,1600.0,13.49,0.03,532,Yes,0
23.0,55161.0,10000.0,12.21,0.18,557,No,0
25.0,43068.0,7000.0,11.01,0.16,628,No,0
23.0,90475.0,10000.0,11.86,0.11,592,Yes,0
28.0,116186.0,2857.0,10.59,0.02,615,Yes,0
23.0,56373.0,15000.0,16.0,0.27,611,No,1
25.0,40776.0,5500.0,11.01,0.13,652,Yes,0
40.0,18212.0,1000.0,9.25,0.05,634,Yes,0
24.0,36932.0,10000.0,19.29,0.27,658,No,1
35.0,117539.0,16000.0,8.88,0.14,663,Yes,0
30.0,54668.0,14000.0,8.57,0.26,679,No,1
21.0,103186.0,3200.0,10.25,0.03,636,Yes,0
23.0,59803.0,15000.0,19.82,0.25,666,No,1
28.0,30764.0,5000.0,10.97,0.16,682,Yes,0
23.0,57318.0,25000.0,17.93,0.44,679,No,1
28.0,104165.0,8000.0,5.99,0.08,563,No,0
23.0,40626.0,1823.0,5.49,0.04,568,Yes,0
42.0,600928.0,24000.0,18.43,0.04,667,No,1
22.0,126915.0,7000.0,7.74,0.06,654,No,0
30.0,181256.0,6000.0,8.38,0.03,676,No,0
25.0,108981.0,5000.0,7.23,0.05,624,No,0
27.0,65883.0,6000.0,13.46,0.09,582,Yes,0
36.0,58501.0,2500.0,7.03,0.04,597,No,0
22.0,19811.0,3159.0,12.13,0.16,598,No,1
41.0,111611.0,8000.0,9.63,0.07,666,No,0
24.0,78617.0,6300.0,11.71,0.08,652,No,0
21.0,60787.0,10000.0,6.16,0.16,653,Yes,0
22.0,44342.0,10000.0,14.72,0.23,644,No,0
25.0,60236.0,7750.0,9.63,0.13,640,No,0
29.0,102000.0,12693.0,8.75,0.12,679,Yes,0
27.0,63494.0,22950.0,13.49,0.36,551,No,1
26.0,60920.0,5301.0,12.06,0.09,534,No,1
35.0,30923.0,5000.0,8.49,0.16,707,Yes,0
23.0,84830.0,1000.0,14.11,0.01,529,Yes,0
28.0,56167.0,9000.0,17.56,0.16,692,No,1
24.0,68051.0,15000.0,12.87,0.22,594,Yes,0
34.0,47580.0,7500.0,9.45,0.16,607,No,1
25.0,77734.0,14403.0,7.17,0.19,619,No,1
24.0,114985.0,25000.0,16.32,0.22,645,No,0
27.0,95627.0,3739.0,14.5,0.04,654,No,1
22.0,74003.0,5000.0,7.66,0.07,617,Yes,0
34.0,60980.0,12000.0,11.01,0.2,571,Yes,0
29.0,133039.0,13530.0,16.68,0.1,695,No,1
30.0,79012.0,10000.0,13.9,0.13,618,Yes,0
25.0,97093.0,10000.0,11.01,0.1,606,Yes,0
34.0,51072.0,20000.0,13.84,0.39,617,No,1
32.0,77546.0,10000.0,12.69,0.13,617,Yes,0
23.0,49263.0,6000.0,7.68,0.12,620,No,0
24.0,35790.0,8000.0,11.01,0.22,700,Yes,0
31.0,88680.0,6800.0,7.74,0.08,705,No,0
29.0,84969.0,16000.0,14.42,0.19,714,No,0
29.0,63407.0,8400.0,5.79,0.13,652,No,0
22.0,32227.0,3900.0,7.51,0.12,548,Yes,0
22.0,62072.0,15200.0,10.99,0.24,510,Yes,0
44.0,43059.0,10825.0,10.65,0.25,702,No,1
29.0,75363.0,12000.0,9.72,0.16,615,No,0
28.0,58920.0,5000.0,7.29,0.08,574,Yes,0
31.0,109085.0,18000.0,12.41,0.17,517,Yes,0
30.0,72875.0,6000.0,8.94,0.08,660,No,0
22.0,44214.0,12000.0,11.49,0.27,594,No,1
24.0,44154.0,6727.0,11.45,0.15,719,No,1
23.0,40878.0,2793.0,15.62,0.07,563,No,1
23.0,111263.0,15600.0,16.35,0.14,700,No,0
23.0,61236.0,16000.0,11.83,0.26,550,Yes,0
27.0,47674.0,5605.0,16.45,0.12,615,No,1
25.0,89056.0,5000.0,11.45,0.06,650,Yes,0
34.0,149596.0,12000.0,7.51,0.08,691,No,0
32.0,109214.0,20000.0,13.22,0.18,714,No,0
22.0,63353.0,6000.0,7.88,0.09,633,Yes,0
25.0,99460.0,5600.0,5.99,0.06,630,Yes,0
35.0,84832.0,17000.0,9.8,0.2,609,No,0
22.0,108930.0,12000.0,8.94,0.11,676,Yes,0
23.0,100446.0,12000.0,9.08,0.12,534,Yes,0
26.0,73094.0,3050.0,7.29,0.04,523,Yes,0
26.0,96827.0,15000.0,12.76,0.15,656,No,0
27.0,48918.0,6000.0,12.73,0.12,638,Yes,0
29.0,240819.0,12000.0,7.88,0.05,657,No,0
22.0,50707.0,4800.0,11.89,0.09,602,No,0
29.0,23030.0,3200.0,10.14,0.14,701,No,1
30.0,95344.0,10000.0,10.63,0.1,659,Yes,0
30.0,55000.0,4000.0,10.59,0.07,648,No,0
38.0,240705.0,25000.0,8.89,0.1,600,No,0
24.0,80413.0,30000.0,19.42,0.37,611,No,1
33.0,145171.0,6000.0,6.92,0.04,670,No,0
25.0,19955.0,3200.0,9.32,0.16,553,No,1
29.0,145104.0,18000.0,11.49,0.12,607,No,0
29.0,93260.0,12000.0,11.01,0.13,677,Yes,0
26.0,44470.0,7500.0,10.59,0.17,595,Yes,0
24.0,91232.0,7000.0,7.66,0.08,525,Yes,0
27.0,181014.0,20000.0,12.84,0.11,673,Yes,0
25.0,81382.0,10000.0,13.92,0.12,631,Yes,0
26.0,98157.0,21000.0,16.95,0.21,543,No,1
30.0,50440.0,6000.0,6.03,0.12,705,No,0
30.0,85333.0,10000.0,9.56,0.12,644,Yes,0
26.0,38438.0,5000.0,8.63,0.13,684,Yes,0
23.0,44058.0,16750.0,15.28,0.38,690,No,1
38.0,109211.0,25000.0,11.01,0.23,674,No,0
34.0,126702.0,5000.0,5.42,0.04,620,Yes,0
31.0,129359.0,12000.0,13.65,0.09,583,Yes,0
25.0,61014.0,20000.0,11.71,0.33,664,Yes,0
32.0,273933.0,25000.0,12.53,0.09,697,No,0
27.0,40411.0,7500.0,15.65,0.19,646,No,1
26.0,127114.0,5000.0,11.27,0.04,703,No,0
22.0,88250.0,7500.0,11.01,0.08,561,No,1
28.0,103133.0,4444.0,7.02,0.04,670,No,0
29.0,104071.0,14000.0,14.27,0.13,618,Yes,0
24.0,87418.0,9000.0,11.01,0.1,680,No,0
24.0,115238.0,12000.0,11.37,0.1,570,Yes,0
23.0,129387.0,24250.0,12.18,0.19,592,Yes,0
28.0,63192.0,7000.0,11.99,0.11,645,No,0
37.0,70579.0,10000.0,11.01,0.14,702,No,0
31.0,169218.0,12000.0,7.88,0.07,711,No,0
24.0,59424.0,8000.0,15.96,0.13,629,Yes,0
24.0,58529.0,5000.0,10.38,0.09,582,Yes,0
22.0,59731.0,15000.0,15.63,0.25,552,No,1
37.0,106689.0,14250.0,11.89,0.13,635,No,0
24.0,47771.0,1500.0,15.62,0.03,610,Yes,0
24.0,32476.0,12000.0,14.26,0.37,523,No,1
23.0,18809.0,5175.0,12.18,0.28,593,No,1
23.0,46147.0,2838.0,7.42,0.06,633,Yes,0
24.0,120854.0,10000.0,7.58,0.08,686,No,0
30.0,210769.0,25000.0,11.01,0.12,639,Yes,0
31.0,49886.0,9000.0,11.01,0.18,670,No,0
24.0,29403.0,4000.0,8.59,0.14,671,No,0
27.0,58959.0,14000.0,13.79,0.24,619,No,1
28.0,29828.0,1484.0,8.43,0.05,659,Yes,0
30.0,49492.0,9000.0,14.54,0.18,620,No,0
25.0,42802.0,1000.0,13.98,0.02,631,Yes,0
26.0,24874.0,4000.0,12.18,0.16,573,Yes,0
26.0,55190.0,10009.0,9.6,0.18,547,Yes,0
24.0,42797.0,1850.0,7.12,0.04,489,Yes,0
27.0,103126.0,12000.0,6.62,0.12,629,Yes,0
26.0,61960.0,8454.0,9.77,0.14,675,No,0
37.0,51478.0,10200.0,13.16,0.2,697,No,0
23.0,66787.0,1925.0,10.59,0.03,643,Yes,0
24.0,51231.0,11000.0,7.79,0.21,605,Yes,0
22.0,27321.0,4350.0,11.54,0.16,651,Yes,0
35.0,119121.0,15000.0,7.88,0.13,570,Yes,0
23.0,22421.0,1700.0,11.11,0.08,611,Yes,0
41.0,270601.0,35000.0,15.62,0.13,548,Yes,0
38.0,53790.0,8000.0,9.8,0.15,590,Yes,0
27.0,111885.0,17500.0,11.01,0.16,545,Yes,0
25.0,93823.0,6149.0,6.01,0.07,582,Yes,0
26.0,84801.0,22500.0,18.99,0.27,605,No,1
28.0,43090.0,4000.0,10.99,0.09,645,No,0
29.0,70731.0,15000.0,13.16,0.21,616,No,0
25.0,61485.0,10000.0,9.63,0.16,693,Yes,0
30.0,59869.0,8500.0,16.32,0.14,692,No,0
26.0,66718.0,4500.0,8.49,0.07,582,Yes,0
23.0,56289.0,3000.0,5.42,0.05,565,No,0
28.0,169072.0,12000.0,8.08,0.07,565,Yes,0
25.0,72547.0,18500.0,12.73,0.26,652,Yes,0
23.0,68293.0,6000.0,11.78,0.09,696,No,0
22.0,49035.0,14400.0,12.69,0.29,611,Yes,0
24.0,109136.0,12000.0,12.18,0.11,701,Yes,0
26.0,67978.0,18200.0,14.26,0.27,718,Yes,0
29.0,144999.0,7000.0,8.49,0.05,698,No,0
25.0,109239.0,15000.0,7.88,0.14,632,Yes,0
23.0,22650.0,3250.0,11.66,0.14,630,No,1
25.0,71767.0,3490.0,15.58,0.05,640,No,1
26.0,115019.0,14000.0,6.03,0.12,677,Yes,0
27.0,84197.0,9000.0,7.06,0.11,592,No,1
33.0,144985.0,2192.0,16.13,0.02,695,No,1
47.0,26387.0,5000.0,15.99,0.19,655,No,1
24.0,62924.0,10000.0,10.61,0.16,678,Yes,0
46.0,48099.0,5775.0,13.83,0.12,678,No,1
36.0,88145.0,24000.0,14.09,0.27,676,No,1
29.0,41751.0,8000.0,13.0,0.19,532,No,1
34.0,39354.0,10763.0,14.6,0.27,700,No,1
34.0,91849.0,19200.0,16.77,0.21,700,No,1
30.0,85262.0,31825.0,12.69,0.37,692,Yes,0
24.0,91076.0,15000.0,11.71,0.16,672,Yes,0
32.0,61119.0,8000.0,7.49,0.13,696,Yes,0
31.0,66850.0,15000.0,11.36,0.22,694,Yes,0
26.0,178736.0,7500.0,8.0,0.04,637,Yes,0
32.0,84922.0,5000.0,7.41,0.06,586,No,0
23.0,22473.0,4000.0,11.08,0.18,605,No,1
22.0,115036.0,7200.0,12.23,0.06,514,Yes,0
29.0,48615.0,7000.0,8.66,0.14,576,Yes,0
29.0,22270.0,5000.0,13.11,0.22,671,No,1
24.0,72096.0,21000.0,11.16,0.29,670,No,1
23.0,97049.0,16000.0,12.72,0.16,667,No,0
23.0,92846.0,7425.0,14.58,0.08,547,No,1
25.0,79957.0,15000.0,7.49,0.19,641,Yes,0
24.0,58592.0,4800.0,9.88,0.08,667,Yes,0
26.0,97239.0,7000.0,13.22,0.07,597,No,0
23.0,41220.0,2100.0,11.01,0.05,624,Yes,0
22.0,29670.0,3000.0,11.01,0.1,650,No,1
26.0,34102.0,3555.0,8.48,0.1,563,Yes,0
25.0,108786.0,13000.0,12.04,0.12,671,Yes,0
33.0,72713.0,12000.0,6.62,0.17,661,Yes,0
25.0,78954.0,12000.0,12.22,0.15,524,No,0
24.0,97123.0,18000.0,7.9,0.19,683,No,0
23.0,114785.0,19000.0,7.51,0.17,670,No,0
27.0,77804.0,7503.0,9.92,0.1,610,No,0
25.0,73073.0,1200.0,13.85,0.02,553,Yes,0
25.0,101283.0,3500.0,11.01,0.03,715,Yes,0
23.0,51433.0,6000.0,14.42,0.12,633,No,1
